title,img1,img2,price,status,brand
"[CN9676-700] W NIKE VICTORI ONE PRINTED SLIDE ""CHUTNEY/BLACK""",https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/151063767-756722495269576-7003809505868985866-n.jpg?v=1619166199000,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/a848b459-8a95-4ddf-b37c-6887de1da39d.jpg?v=1619166199000,1.150.000?,35.5|36.5|38|39,NIKE
"[CN9678-300] M NIKE VICTORI ONE PRINTED SLIDE ""CAMO-DESERT SAND""",https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/6c2a5230-1329-4792-96e7-83a203ef9ab6.jpg?v=1616146665000,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/6c2a5230-1329-4792-96e7-83a203ef9ab6.jpg?v=1616146665000,1.150.000?,38.5|40|44,NIKE
"[CN9675-100] M NIKE VICTORI ONE SLIDE ""WHITE/BLACK""",https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/victori-one-slide-m4bmj4-jpeg.jpg?v=1619166294000,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/victori-one-slide-m4bmj4-jpeg.jpg?v=1619166294000,1.050.000?,38.5|40|41,NIKE
"[CT4669-001] K NIKE KAWA SLIDE SE 2 ""GRAPHIC PRINT""",https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/a5e34c07-3bbb-469e-a9d7-bd9d934fe1b2.jpg?v=1615805346000,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/a5e34c07-3bbb-469e-a9d7-bd9d934fe1b2.jpg?v=1615805346000,950.000?,36|40,NIKE
"[CN9677-700] W NIKE VICTORI ONE SLIDE ""VOLT""",https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/6517a02d-ad7b-4e64-b583-cf71d113fdbe.jpg?v=1621274701000,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/63f0bb5a-b7e1-49b7-af12-4096b2e4a267.jpg?v=1621274694000,1.050.000?,35.5|36.5|38|39,NIKE
"[CN9676-001] W NIKE VICTORI ONE PRINTED SLIDE FLORAL PRINT ""BLACK/WHITE""",https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/2e857606-6443-441c-bc17-0171a9775413.jpg?v=1619165820000,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/2e857606-6443-441c-bc17-0171a9775413.jpg?v=1619165820000,1.150.000?,35.5|36.5|38|39,NIKE
"[CW5823-100] W NIKE BENASSI JDI ONE OF ONE ""WHITE/PINK""",https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/1-c31d1c07-5f0d-458f-9d99-4e66561914d0.jpg?v=1649338949000,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/682-9895.jpg?v=1649338934000,1.050.000?,36.5|38|39,NIKE
[343881-412] W NIKE BENASSI SLIDE WASHED CORAL HYDROGEN BLUE/WASHED CORAL,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/265-2186.jpg?v=1649339465000,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/264-7636.jpg?v=1649339422000,950.000?,36.5|38|39|35.5,NIKE
[343881-115] W NIKE BENASSI JDI ALL WHITE/WHITE,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/8e9426a1-d22c-4cc0-8a28-171455cdc1ef.jpg?v=1603964484000,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/8e9426a1-d22c-4cc0-8a28-171455cdc1ef.jpg?v=1603964484000,950.000?,36.5|38|39|40.5|42,NIKE
[631261-106] M NIKE BENASSI JDI PRINT WHITE/BLACK,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/47dad5bd-6262-415e-9b24-0b531e9db54b.jpg?v=1602921747000,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/47dad5bd-6262-415e-9b24-0b531e9db54b.jpg?v=1602921747000,990.000?,38.5|40|41|42.5|44,NIKE
[819717-109] W NIKE BENASSI DUO ULTRA SLIDE BLUE/PINK,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/bec3a538-9129-49aa-a6ed-fffa865a3cee.jpg?v=1602921611000,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/bec3a538-9129-49aa-a6ed-fffa865a3cee.jpg?v=1602921611000,1.350.000?,36.5|38|39,NIKE
[343880-031] M NIKE BENASSI JDI IRON GREY,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/8bc3be4a-a2b9-4da3-90b1-0adc17b9766d.jpg?v=1602921649000,https://bizweb.dktcdn.net/thumb/grande/100/377/398/products/8bc3be4a-a2b9-4da3-90b1-0adc17b9766d.jpg?v=1602921649000,950.000?,40|41|45|44,NIKE
